"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02616 126804 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02626 126791 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02636 126778 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02646 126765 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02656 126752 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02666 126739 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02676 126726 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02686 126713 0.0 0.9999 1.0000 0.9988 0.9999 0.9999 1.0000 0.9988
0.02696 126700 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02706 126687 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02716 126674 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02726 126661 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02736 126648 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02746 126635 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02756 126622 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02766 126609 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02776 126596 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02786 126583 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02795 126570 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02805 126557 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02815 126544 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02825 126531 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02835 126518 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02845 126505 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02855 126492 0.0 0.9999 1.0000 0.9987 0.9999 0.9999 1.0000 0.9987
0.02865 126479 0.0 0.9999 1.0000 0.9986 0.9999 0.9999 1.0000 0.9986
